"","whole_id","gameId","playId","nflId","tackle","assist","forcedFumble","pff_missedTackle","ballCarrierId"
"34","20220908002072",2022090800,2072,38577,1,0,0,0,47857
"35","20220908002093",2022090800,2093,47939,1,0,0,0,46076
"36","2022090800212",2022090800,212,38577,1,0,0,0,52494
"37","20220908002137",2022090800,2137,48026,1,0,0,0,46076
"38","20220908002163",2022090800,2163,43335,0,0,0,1,47857
"39","20220908002163",2022090800,2163,42816,0,1,0,0,47857
"40","20220908002163",2022090800,2163,43298,1,0,0,0,47857
"41","20220908002184",2022090800,2184,52492,1,0,0,0,42489
"42","20220908002208",2022090800,2208,47862,1,0,0,0,47857
"43","20220908002208",2022090800,2208,42816,0,0,0,1,47857
"44","20220908002307",2022090800,2307,46190,0,1,0,0,44881
"45","20220908002307",2022090800,2307,54650,0,1,0,0,44881
"46","20220908002336",2022090800,2336,52647,1,0,0,0,47853
"47","20220908002336",2022090800,2336,46190,0,0,0,1,47853
"48","20220908002360",2022090800,2360,46085,1,0,0,0,47853
"49","20220908002464",2022090800,2464,53532,1,0,0,0,46076
"50","20220908002485",2022090800,2485,48026,1,0,0,0,52494
"51","20220908002506",2022090800,2506,53532,1,0,0,0,52494
"52","20220908002506",2022090800,2506,47917,0,1,0,0,52494
"53","20220908002527",2022090800,2527,42816,1,0,0,0,42448
"54","20220908002551",2022090800,2551,43335,1,0,0,0,52494
"55","20220908002551",2022090800,2551,53532,0,1,0,0,52494
"56","20220908002572",2022090800,2572,53532,1,0,0,0,52494
"57","20220908002599",2022090800,2599,43294,1,0,0,0,42448
"58","20220908002648",2022090800,2648,43294,1,0,0,0,46076
"59","20220908002648",2022090800,2648,47844,0,1,0,0,46076
"60","20220908002688",2022090800,2688,47862,1,0,0,0,52536
"61","20220908002712",2022090800,2712,43335,0,1,0,0,46076
"62","20220908002712",2022090800,2712,48026,0,1,0,0,46076
"63","20220908002712",2022090800,2712,47939,0,0,0,1,46076
"64","20220908002815",2022090800,2815,54488,1,0,0,0,46830
"65","20220908002839",2022090800,2839,46190,0,1,0,0,52460
"66","20220908002839",2022090800,2839,42395,0,0,0,1,52460
"67","20220908002839",2022090800,2839,40107,0,1,0,0,52460
"68","20220908002860",2022090800,2860,46085,1,0,0,0,44881
"69","20220908002884",2022090800,2884,44976,1,0,0,0,43399
"70","20220908002934",2022090800,2934,53532,1,0,0,0,52494
"71","20220908002958",2022090800,2958,43335,0,0,0,1,46076
"72","20220908002958",2022090800,2958,52607,1,0,0,0,46076
"73","2022090800299",2022090800,299,53459,1,0,0,0,47853
"74","20220908003092",2022090800,3092,46190,1,0,0,0,47853
"75","20220908003121",2022090800,3121,44976,0,1,0,0,43399
"76","20220908003121",2022090800,3121,46085,0,1,0,0,43399
"77","20220908003145",2022090800,3145,52647,1,0,0,0,47853
"78","20220908003166",2022090800,3166,40107,0,1,0,0,44881
"79","20220908003166",2022090800,3166,46190,0,1,0,0,44881
"80","20220908003190",2022090800,3190,54488,1,0,0,0,43399
"81","20220908003262",2022090800,3262,42816,0,1,0,0,46076
"82","20220908003262",2022090800,3262,43298,0,1,0,0,46076
"83","20220908003283",2022090800,3283,43335,0,1,0,0,47857
"84","20220908003283",2022090800,3283,47844,0,1,0,0,47857
"85","20220908003304",2022090800,3304,48026,0,1,1,0,52494
"86","20220908003304",2022090800,3304,47844,1,0,0,0,52494
"87","20220908003341",2022090800,3341,46190,1,0,0,0,47853
"88","20220908003362",2022090800,3362,46190,1,0,0,0,47853
"89","20220908003383",2022090800,3383,54488,1,0,0,0,44881
"90","20220908003407",2022090800,3407,46190,1,0,0,0,47853
"91","2022090800343",2022090800,343,46085,1,0,0,0,47853
"92","20220908003431",2022090800,3431,44976,1,0,0,0,53678
"93","20220908003489",2022090800,3489,40107,0,1,0,0,43399
"94","20220908003489",2022090800,3489,46085,1,0,0,0,43399
"95","20220908003513",2022090800,3513,46085,1,0,0,0,53678
"96","20220908003576",2022090800,3576,46085,0,0,0,1,44881
"97","20220908003576",2022090800,3576,54650,0,0,0,1,44881
"98","20220908003576",2022090800,3576,40107,1,0,0,0,44881
"99","20220908003636",2022090800,3636,42395,0,1,0,0,47853
"100","20220908003636",2022090800,3636,41341,0,1,0,0,47853
"101","2022090800364",2022090800,364,40166,1,0,0,0,44881
"102","2022090800393",2022090800,393,46232,1,0,0,0,47853
"103","2022090800414",2022090800,414,52647,1,0,0,0,43399
"104","2022090800438",2022090800,438,54650,1,0,0,0,53678
"105","2022090800486",2022090800,486,40166,1,0,0,0,44881
"106","2022090800529",2022090800,529,42816,1,0,0,0,47857
"107","202209080056",2022090800,56,43294,1,0,0,0,42489
"108","2022090800569",2022090800,569,48026,1,0,0,0,42489
"109","2022090800593",2022090800,593,48026,0,1,0,0,42448
"110","2022090800593",2022090800,593,47844,0,1,0,0,42448
"111","2022090800617",2022090800,617,43294,1,0,0,0,44985
"112","2022090800646",2022090800,646,47939,1,0,0,0,47879
"113","2022090800692",2022090800,692,38577,1,0,0,0,42489
"114","2022090800775",2022090800,775,46085,1,0,0,0,44881
"115","202209080080",2022090800,80,53532,1,0,0,0,46076
"116","2022090800818",2022090800,818,40107,1,0,0,0,47853
"117","2022090800818",2022090800,818,54650,0,1,0,0,47853
"118","2022090800867",2022090800,867,43294,1,0,0,0,52494
"119","2022090800896",2022090800,896,48026,0,1,0,0,54528
"120","2022090800896",2022090800,896,53532,0,1,1,0,54528
"121","2022090800933",2022090800,933,47792,1,0,0,0,52460
"122","2022090800980",2022090800,980,52607,1,0,0,0,52536
"123","20220911001017",2022091100,1017,53489,1,0,0,0,53612
"124","20220911001046",2022091100,1046,44851,1,0,0,0,39975
"125","20220911001046",2022091100,1046,40017,0,1,0,0,39975
"126","20220911001067",2022091100,1067,44851,1,0,0,0,39975
"127","20220911001067",2022091100,1067,42553,0,0,0,1,39975
"128","20220911001170",2022091100,1170,48520,0,1,0,0,44879
"129","20220911001170",2022091100,1170,53469,0,1,0,0,44879
"130","20220911001191",2022091100,1191,42480,1,0,0,0,42344
"131","20220911001191",2022091100,1191,46135,0,0,0,1,42344
"132","2022091100121",2022091100,121,42421,1,0,0,0,48723
"133","20220911001231",2022091100,1231,44823,1,0,0,0,54473
"134","20220911001260",2022091100,1260,44862,0,1,0,0,39975
"135","20220911001260",2022091100,1260,44851,1,0,0,0,39975
"136","20220911001303",2022091100,1303,46197,0,1,0,0,39975
"137","20220911001303",2022091100,1303,38607,0,1,0,0,39975
"138","20220911001335",2022091100,1335,53489,1,0,0,0,46992
"139","20220911001359",2022091100,1359,41257,1,0,0,0,45355
"140","20220911001413",2022091100,1413,46091,1,0,0,0,44879
"141","20220911001434",2022091100,1434,54503,1,0,0,0,44879
"142","2022091100145",2022091100,145,46197,0,1,0,0,41712
"143","2022091100145",2022091100,145,53489,0,1,0,0,41712
"144","20220911001485",2022091100,1485,38592,0,0,0,1,41292
"145","20220911001485",2022091100,1485,46823,1,0,0,0,41292
"146","20220911001552",2022091100,1552,53489,1,0,0,0,54473
"147","20220911001587",2022091100,1587,46083,0,1,0,0,42345
"148","20220911001587",2022091100,1587,44851,1,0,0,0,42345
"149","20220911001608",2022091100,1608,44851,1,0,0,0,39975
"150","20220911001651",2022091100,1651,38607,1,0,0,0,39975
"151","20220911001651",2022091100,1651,37097,0,1,0,0,39975
"152","2022091100166",2022091100,166,41257,1,0,0,0,53433
"153","20220911001672",2022091100,1672,40017,1,0,0,0,39975
"154","20220911001769",2022091100,1769,46091,1,0,0,0,41292
"155","20220911001887",2022091100,1887,41257,1,0,0,0,54473
"156","20220911001928",2022091100,1928,42421,1,0,0,0,53433
"157","20220911002048",2022091100,2048,42480,0,1,0,0,44879
"158","20220911002048",2022091100,2048,53469,0,1,0,0,44879
"159","20220911002069",2022091100,2069,53611,0,1,0,0,44879
"160","20220911002069",2022091100,2069,38592,0,1,0,0,44879
"161","20220911002069",2022091100,2069,53577,0,0,0,1,44879
"162","20220911002090",2022091100,2090,52272,1,0,0,0,54476
"163","20220911002114",2022091100,2114,53469,1,0,0,0,45244
"164","2022091100212",2022091100,212,53489,1,0,0,0,42345
"165","20220911002135",2022091100,2135,46091,0,1,0,1,41292
"166","20220911002135",2022091100,2135,52424,0,1,0,1,41292
"167","20220911002159",2022091100,2159,53469,1,0,0,0,43336
"168","20220911002183",2022091100,2183,46091,1,0,0,0,37101
"169","20220911002245",2022091100,2245,52272,1,0,0,0,54476
"170","20220911002332",2022091100,2332,40017,1,0,0,0,39975
"171","20220911002332",2022091100,2332,38607,0,0,0,1,39975
"172","20220911002353",2022091100,2353,38607,1,0,0,0,39975
"173","20220911002491",2022091100,2491,53611,0,1,0,0,44879
"174","20220911002491",2022091100,2491,52424,0,0,0,1,44879
"175","20220911002491",2022091100,2491,53469,0,1,0,0,44879
"176","20220911002512",2022091100,2512,53611,1,0,0,0,45244
"177","20220911002555",2022091100,2555,52527,0,1,1,0,37101
"178","20220911002555",2022091100,2555,52542,1,0,0,0,37101
"179","20220911002595",2022091100,2595,48537,1,0,0,0,39975
"180","20220911002616",2022091100,2616,41257,1,0,0,0,54473
"181","20220911002640",2022091100,2640,44862,1,0,0,0,42345
"182","20220911002683",2022091100,2683,44851,0,1,1,0,42345
"183","20220911002683",2022091100,2683,40017,1,0,0,0,42345
"184","20220911002720",2022091100,2720,52542,1,0,0,0,44879
"185","20220911002720",2022091100,2720,46091,0,1,0,0,44879
"186","20220911002741",2022091100,2741,48013,0,1,0,0,37101
"187","20220911002741",2022091100,2741,52527,0,1,0,0,37101
"188","20220911002809",2022091100,2809,43409,1,0,0,0,39975
"189","20220911002841",2022091100,2841,44823,1,0,0,0,42345
"190","20220911002878",2022091100,2878,53489,1,0,0,0,53612
"191","20220911002899",2022091100,2899,37097,1,0,0,0,53612
"192","20220911002899",2022091100,2899,43409,0,1,0,0,53612
"193","20220911002960",2022091100,2960,41257,1,0,0,0,46992
"194","20220911002984",2022091100,2984,48027,1,0,0,0,39975
"195","2022091100301",2022091100,301,46091,0,1,0,0,44879
"196","2022091100301",2022091100,301,52424,1,0,0,0,44879
"197","20220911003119",2022091100,3119,52424,1,0,0,0,52942
"198","20220911003148",2022091100,3148,46823,0,1,0,0,44879
"199","20220911003148",2022091100,3148,52542,0,1,0,0,44879
"200","20220911003177",2022091100,3177,38592,0,1,0,0,41292
"201","20220911003177",2022091100,3177,53469,0,1,0,0,41292
"202","2022091100322",2022091100,322,42480,1,0,0,0,42344
"203","2022091100322",2022091100,322,53611,0,0,0,1,42344
"204","20220911003289",2022091100,3289,48537,0,1,0,0,39975
"205","20220911003289",2022091100,3289,46197,0,1,0,0,39975
"206","20220911003310",2022091100,3310,48027,1,0,0,0,54473
"207","20220911003334",2022091100,3334,38607,0,1,0,0,39975
"208","20220911003334",2022091100,3334,37097,1,0,0,0,39975
"209","20220911003355",2022091100,3355,53489,1,0,0,0,46992
"210","20220911003379",2022091100,3379,48544,1,0,0,0,39975
"211","20220911003379",2022091100,3379,37097,0,1,0,0,39975
"212","20220911003475",2022091100,3475,52527,1,0,0,0,41292
"213","20220911003526",2022091100,3526,52424,1,0,0,0,43336
"214","20220911003554",2022091100,3554,52527,1,0,0,0,44879
"215","20220911003578",2022091100,3578,52542,1,0,0,0,43336
"216","20220911003647",2022091100,3647,53469,1,0,0,0,41292
"217","20220911003736",2022091100,3736,38607,1,0,0,0,42345
"218","20220911003757",2022091100,3757,48544,1,0,0,0,39975
"219","20220911003778",2022091100,3778,53489,1,0,0,0,39975
"220","20220911003816",2022091100,3816,53489,1,0,0,0,42345
"221","20220911003888",2022091100,3888,48027,0,1,0,0,39975
"222","20220911003888",2022091100,3888,46083,0,1,0,0,39975
"223","20220911003926",2022091100,3926,40017,0,1,0,0,42345
"224","20220911003926",2022091100,3926,44823,0,1,0,0,42345
"225","20220911003926",2022091100,3926,44851,0,0,0,1,42345
"226","2022091100395",2022091100,395,37097,1,0,0,0,41712
"227","2022091100395",2022091100,395,44851,0,0,0,1,41712
"228","20220911004032",2022091100,4032,53469,1,0,0,0,41292
"229","20220911004102",2022091100,4102,52542,1,0,0,0,52942
"230","20220911004266",2022091100,4266,38607,1,0,0,0,39975
"231","20220911004307",2022091100,4307,40017,1,0,0,0,39975
"232","2022091100458",2022091100,458,44851,1,0,0,0,48374
"233","2022091100501",2022091100,501,46135,0,1,0,0,44879
"234","2022091100501",2022091100,501,42480,0,1,0,0,44879
"235","2022091100522",2022091100,522,38592,1,0,0,0,48415
"236","2022091100522",2022091100,522,53469,0,1,0,0,48415
"237","2022091100546",2022091100,546,38592,1,0,0,0,45244
"238","2022091100546",2022091100,546,42901,0,0,0,1,45244
"239","202209110057",2022091100,57,53489,1,0,0,0,42345
"240","2022091100679",2022091100,679,53489,1,0,1,0,48374
"241","2022091100741",2022091100,741,46823,0,1,0,0,37101
"242","2022091100741",2022091100,741,53469,0,1,0,0,37101
"243","2022091100762",2022091100,762,46841,0,1,0,0,37101
"244","2022091100762",2022091100,762,55173,1,0,0,0,37101
"245","202209110078",2022091100,78,41257,0,0,0,1,39975
"246","202209110078",2022091100,78,40017,1,0,0,0,39975
"247","2022091100783",2022091100,783,52542,1,0,0,0,45244
"248","2022091100807",2022091100,807,52527,1,0,0,0,44879
"249","2022091100870",2022091100,870,44851,1,0,0,0,39975
"250","2022091100914",2022091100,914,46197,1,0,0,0,39975
"251","2022091100935",2022091100,935,53489,1,0,0,0,39975
"252","2022091100956",2022091100,956,37097,1,0,0,0,39975
"253","2022091100996",2022091100,996,37097,1,0,0,0,39975
"254","20220911011077",2022091101,1077,54533,1,0,0,0,43808
"255","2022091101109",2022091101,109,54533,0,1,0,0,43808
"256","2022091101109",2022091101,109,53455,0,1,0,0,43808
"257","20220911011101",2022091101,1101,53481,0,1,0,0,44820
"258","20220911011101",2022091101,1101,54543,1,0,0,0,44820
"259","20220911011192",2022091101,1192,47799,1,0,0,0,43380
"260","20220911011213",2022091101,1213,43797,1,0,0,0,46104
"261","20220911011213",2022091101,1213,46124,0,0,0,1,46104
"262","20220911011384",2022091101,1384,54533,1,0,0,0,43808
"263","20220911011516",2022091101,1516,47799,1,0,0,0,46104
"264","20220911011564",2022091101,1564,52472,1,0,0,0,46104
"265","20220911011564",2022091101,1564,45004,0,0,0,1,46104
"266","2022091101158",2022091101,158,45004,0,1,0,0,46104
"267","2022091101158",2022091101,158,47799,0,1,0,0,46104
"268","20220911011590",2022091101,1590,45004,0,0,0,1,53520
"269","20220911011590",2022091101,1590,52472,1,0,0,0,53520
"270","20220911011616",2022091101,1616,42368,0,0,0,1,44898
"271","20220911011691",2022091101,1691,53481,1,0,0,0,44820
"272","20220911011691",2022091101,1691,46073,0,0,0,1,44820
"273","20220911011720",2022091101,1720,54533,1,0,0,0,46093
"274","20220911011744",2022091101,1744,44903,1,0,0,0,46170
"275","20220911011785",2022091101,1785,52452,1,0,0,0,53512
"276","2022091101184",2022091101,184,46124,1,0,0,0,52595
"277","20220911011901",2022091101,1901,46527,0,1,0,0,44898
"278","20220911011901",2022091101,1901,43441,0,1,0,0,44898
"279","20220911011945",2022091101,1945,52415,1,0,0,0,44898
"280","20220911011980",2022091101,1980,43441,0,0,0,1,46104
"281","20220911011980",2022091101,1980,52415,0,1,0,0,46104
"282","20220911011980",2022091101,1980,45004,0,1,0,0,46104
"283","20220911012001",2022091101,2001,46527,0,0,0,1,46104
"284","20220911012001",2022091101,2001,53437,1,0,0,0,46104
"285","20220911012051",2022091101,2051,46527,1,0,0,0,46104
"286","2022091101213",2022091101,213,52472,0,1,0,0,46104
"287","2022091101213",2022091101,213,43441,0,1,0,0,46104
"288","20220911012320",2022091101,2320,52415,0,1,0,0,46104
"289","20220911012320",2022091101,2320,47799,0,1,0,0,46104
"290","20220911012341",2022091101,2341,46527,1,0,0,0,52523
"291","20220911012365",2022091101,2365,45004,0,1,0,0,46104
"292","20220911012365",2022091101,2365,52446,0,1,0,0,46104
"293","20220911012365",2022091101,2365,42368,0,0,0,1,46104
"294","20220911012365",2022091101,2365,46527,0,0,0,1,46104
"295","20220911012386",2022091101,2386,45004,0,1,0,0,46104
"296","20220911012386",2022091101,2386,43441,0,1,0,0,46104
"297","20220911012407",2022091101,2407,42368,0,1,0,0,44898
"298","20220911012407",2022091101,2407,46527,0,0,0,1,44898
"299","20220911012407",2022091101,2407,45004,0,1,0,0,44898
"300","20220911012431",2022091101,2431,42368,0,1,0,0,43380
"301","20220911012431",2022091101,2431,53661,0,1,0,0,43380
"302","20220911012452",2022091101,2452,45004,1,0,0,0,53520
"303","20220911012478",2022091101,2478,45004,0,1,0,0,46104
"304","20220911012478",2022091101,2478,46205,0,1,0,0,46104
"305","20220911012501",2022091101,2501,42470,0,1,0,0,44898
"306","20220911012501",2022091101,2501,52472,0,1,0,0,44898
"307","2022091101251",2022091101,251,42368,1,0,0,0,46104
"308","20220911012545",2022091101,2545,47799,1,0,0,0,44898
"309","20220911012629",2022091101,2629,41227,0,1,0,0,44820
"310","20220911012629",2022091101,2629,44974,0,1,0,0,44820
"311","20220911012683",2022091101,2683,47863,1,0,0,0,44901
"312","2022091101272",2022091101,272,53437,1,0,0,0,42347
"313","20220911012783",2022091101,2783,47799,0,1,0,0,44898
"314","20220911012783",2022091101,2783,43797,0,1,0,0,44898
"315","20220911012832",2022091101,2832,52417,1,0,0,0,44841
"316","20220911012909",2022091101,2909,44903,1,0,0,0,46093
"317","20220911012930",2022091101,2930,52505,0,1,0,0,44901
"318","20220911012930",2022091101,2930,41227,0,1,0,0,44901
"319","20220911012951",2022091101,2951,52505,1,0,0,0,46170
"320","2022091101296",2022091101,296,47799,0,0,0,1,46104
"321","2022091101296",2022091101,296,43441,0,1,0,0,46104
"322","2022091101296",2022091101,296,45004,0,1,0,0,46104
"323","20220911013040",2022091101,3040,54543,1,0,0,0,44820
"324","20220911013080",2022091101,3080,46162,1,0,0,0,44820
"325","20220911013080",2022091101,3080,44813,0,0,0,1,44820
"326","20220911013080",2022091101,3080,52505,0,0,0,1,44820
"327","20220911013101",2022091101,3101,52505,0,0,0,1,53633
"328","20220911013101",2022091101,3101,44903,1,0,0,0,53633
"329","20220911013125",2022091101,3125,52496,0,1,0,0,44820
"330","20220911013125",2022091101,3125,52505,0,1,0,0,44820
"331","20220911013221",2022091101,3221,47799,1,0,0,0,46104
"332","20220911013242",2022091101,3242,52592,1,0,0,0,43380
"333","20220911013263",2022091101,3263,42470,1,0,0,0,53520
"334","20220911013287",2022091101,3287,43797,0,0,0,1,46104
"335","20220911013287",2022091101,3287,52472,1,0,0,0,46104
"336","20220911013287",2022091101,3287,46205,0,0,0,1,46104
"337","20220911013315",2022091101,3315,53437,1,0,0,0,46104
"338","20220911013336",2022091101,3336,46527,1,0,0,0,44898
"339","20220911013357",2022091101,3357,42368,0,1,0,0,44898
"340","20220911013357",2022091101,3357,47799,1,0,0,0,44898
"341","20220911013378",2022091101,3378,42368,1,0,0,0,44898
"342","20220911013399",2022091101,3399,46527,0,0,0,1,44898
"343","20220911013399",2022091101,3399,42436,1,0,0,0,44898
"344","20220911013510",2022091101,3510,42470,1,0,0,0,44841
"345","20220911013545",2022091101,3545,52415,0,1,0,0,52523
"346","20220911013545",2022091101,3545,42470,0,1,0,0,52523
"347","20220911013569",2022091101,3569,52446,1,0,0,0,46104
"348","20220911013591",2022091101,3591,46124,1,0,0,0,52595
"349","2022091101361",2022091101,361,46098,1,0,0,0,44820
"350","20220911013615",2022091101,3615,42368,0,1,0,0,46104
"351","20220911013615",2022091101,3615,53437,0,0,0,1,46104
"352","20220911013615",2022091101,3615,46205,0,1,0,0,46104
"353","20220911013669",2022091101,3669,42436,1,0,0,0,46104
"354","20220911013707",2022091101,3707,46527,1,0,0,0,46104
"355","20220911013789",2022091101,3789,44903,0,0,0,1,46093
"356","20220911013789",2022091101,3789,52452,1,0,0,0,46093
"357","20220911013789",2022091101,3789,44974,0,0,0,1,46093
"358","2022091101382",2022091101,382,53481,0,1,0,0,44820
"359","2022091101382",2022091101,382,44974,0,1,0,0,44820
"360","2022091101382",2022091101,382,46162,0,0,0,1,44820
"361","20220911013841",2022091101,3841,44974,1,0,0,0,44820
"362","20220911013862",2022091101,3862,44903,1,0,0,0,44820
"363","20220911013923",2022091101,3923,44903,0,1,0,0,44820
"364","20220911013923",2022091101,3923,53481,0,1,0,0,44820
"365","20220911013961",2022091101,3961,53481,1,0,0,0,44820
"366","20220911014068",2022091101,4068,46205,1,0,0,0,44898
"367","20220911014104",2022091101,4104,52472,1,0,0,0,52595
"368","20220911014150",2022091101,4150,52417,1,0,0,0,42347
"369","2022091101417",2022091101,417,53481,1,0,0,0,53555
"370","2022091101417",2022091101,417,52452,0,1,0,0,53555
"371","2022091101489",2022091101,489,42470,0,0,0,1,46104
"372","2022091101489",2022091101,489,46124,0,0,0,1,46104
"373","2022091101489",2022091101,489,52446,1,0,0,0,46104
"374","2022091101521",2022091101,521,45004,1,0,0,0,46104
"375","2022091101542",2022091101,542,53437,1,0,0,0,52595
"376","2022091101599",2022091101,599,53661,1,0,0,0,43380
"377","2022091101620",2022091101,620,52472,1,0,0,0,46104
"378","2022091101641",2022091101,641,45004,0,1,0,0,44898
"379","2022091101641",2022091101,641,52472,0,0,0,1,44898
"380","2022091101641",2022091101,641,47799,0,0,0,1,44898
"381","2022091101641",2022091101,641,52417,0,1,0,0,44898
"382","2022091101662",2022091101,662,53437,0,1,0,0,42347
"383","2022091101662",2022091101,662,52852,0,1,0,0,42347
"384","2022091101748",2022091101,748,53455,1,0,0,0,46093
"385","202209110185",2022091101,85,44974,1,0,0,0,44820
"386","2022091101850",2022091101,850,54533,1,0,0,0,43808
"387","2022091101993",2022091101,993,46527,1,0,0,0,44898
"388","2022091101993",2022091101,993,52415,0,1,0,0,44898
"389","20220911021029",2022091102,1029,47931,0,1,0,0,47856
"390","20220911021029",2022091102,1029,46139,0,1,0,0,47856
"391","20220911021050",2022091102,1050,54526,0,1,0,1,47856
"392","20220911021050",2022091102,1050,47931,0,1,0,0,47856
"393","20220911021107",2022091102,1107,54513,1,0,0,0,53623
"394","20220911021133",2022091102,1133,52458,1,0,0,0,46256
"395","20220911021162",2022091102,1162,44925,1,0,0,0,53623
"396","20220911021204",2022091102,1204,46290,1,0,0,0,53432
"397","20220911021265",2022091102,1265,46290,0,1,0,0,47819
"398","20220911021265",2022091102,1265,52458,1,0,0,0,47819
"399","20220911021286",2022091102,1286,45345,0,0,0,1,47819
"400","20220911021363",2022091102,1363,47931,1,0,0,0,47856
"401","20220911021363",2022091102,1363,53609,0,0,0,1,47856
"402","20220911021406",2022091102,1406,47785,1,0,0,0,47856
"403","2022091102145",2022091102,145,46077,1,0,0,0,52433
"404","20220911021472",2022091102,1472,45345,1,0,0,0,46377
"405","20220911021493",2022091102,1493,54504,1,0,0,0,47819
"406","20220911021562",2022091102,1562,54639,1,0,0,0,53432
"407","20220911021562",2022091102,1562,44925,0,1,0,0,53432
"408","20220911021562",2022091102,1562,54513,0,0,0,1,53432
"409","20220911021588",2022091102,1588,46077,0,1,0,0,46377
"410","20220911021588",2022091102,1588,52563,1,0,0,0,46377
"411","20220911021631",2022091102,1631,45345,1,0,0,0,46377
"412","20220911021700",2022091102,1700,46139,1,0,0,0,53440
"413","20220911021726",2022091102,1726,54526,1,0,0,0,53440
"414","20220911021794",2022091102,1794,53609,1,0,0,0,53646
"415","20220911021837",2022091102,1837,53609,1,0,0,0,53646
"416","20220911021869",2022091102,1869,53609,1,0,0,0,53646
"417","20220911021869",2022091102,1869,47785,0,1,0,0,53646
"418","2022091102189",2022091102,189,52571,1,0,0,1,47819
"419","20220911021907",2022091102,1907,46139,1,0,0,0,53440
"420","20220911021907",2022091102,1907,44938,0,0,0,1,53440
"421","20220911021928",2022091102,1928,43405,1,0,0,0,53440
"422","20220911021954",2022091102,1954,47785,1,0,0,0,47856
"423","20220911022065",2022091102,2065,54504,1,0,0,0,47819
"424","20220911022065",2022091102,2065,54513,0,0,0,1,47819
"425","20220911022103",2022091102,2103,54504,1,0,0,0,52625
"426","20220911022132",2022091102,2132,46077,1,0,0,0,42428
"427","2022091102218",2022091102,218,46153,1,0,0,0,53432
"428","20220911022238",2022091102,2238,54513,1,0,0,0,47819
"429","20220911022238",2022091102,2238,52458,0,1,0,0,47819
"430","20220911022281",2022091102,2281,44925,1,0,0,0,46377
"431","20220911022302",2022091102,2302,54504,1,0,0,0,52625
"432","20220911022331",2022091102,2331,54504,1,0,0,0,53432
"433","20220911022331",2022091102,2331,44925,0,0,0,1,53432
"434","20220911022352",2022091102,2352,46290,1,0,0,0,46377
"435","20220911022373",2022091102,2373,46077,1,0,0,0,53432
"436","2022091102239",2022091102,239,52571,1,0,0,0,52433
"437","20220911022394",2022091102,2394,46077,1,0,0,0,46377
"438","20220911022415",2022091102,2415,54513,1,0,0,0,46377
"439","20220911022511",2022091102,2511,46757,1,0,0,0,47856
"440","20220911022532",2022091102,2532,53609,0,1,0,0,47856
"441","20220911022532",2022091102,2532,48268,0,1,0,0,47856
"442","20220911022556",2022091102,2556,38868,1,0,0,0,47856
"443","20220911022556",2022091102,2556,47785,0,0,0,1,47856
"444","20220911022618",2022091102,2618,53609,1,0,0,0,47856
"445","2022091102268",2022091102,268,52458,1,0,1,0,47819
"446","20220911022717",2022091102,2717,45345,1,0,0,0,46377
"447","20220911022738",2022091102,2738,45009,1,0,0,0,47819
"448","20220911022738",2022091102,2738,54504,0,0,0,1,47819
"449","20220911022759",2022091102,2759,54504,1,0,0,0,52625
"450","20220911022783",2022091102,2783,45345,0,1,0,0,46377
"451","20220911022783",2022091102,2783,47973,0,1,0,0,46377
"452","20220911022837",2022091102,2837,46077,1,0,0,0,53432
